Year,Month,State,Suicides,Suicides with guns,Fraction of suicides with guns
2010,1,South Carolina,54,36,0.6666666667
2010,2,South Carolina,56,42,0.75
2010,3,South Carolina,59,30,0.5084745763
2010,4,South Carolina,56,37,0.6607142857
2010,5,South Carolina,63,36,0.5714285714
2010,6,South Carolina,52,38,0.7307692308
2010,7,South Carolina,58,34,0.5862068966
2010,8,South Carolina,51,25,0.4901960784
2010,9,South Carolina,50,26,0.52
2010,10,South Carolina,46,29,0.6304347826
2010,11,South Carolina,46,26,0.5652173913
2010,12,South Carolina,46,33,0.7173913043
2011,1,South Carolina,60,42,0.7
2011,2,South Carolina,45,26,0.5777777778
2011,3,South Carolina,51,37,0.7254901961
2011,4,South Carolina,46,29,0.6304347826
2011,5,South Carolina,49,35,0.7142857143
2011,6,South Carolina,56,31,0.5535714286
2011,7,South Carolina,72,51,0.7083333333
2011,8,South Carolina,59,33,0.5593220339
2011,9,South Carolina,54,39,0.7222222222
2011,10,South Carolina,58,38,0.6551724138
2011,11,South Carolina,58,28,0.4827586207
2011,12,South Carolina,50,37,0.74
2012,1,South Carolina,51,32,0.6274509804
2012,2,South Carolina,49,37,0.7551020408
2012,3,South Carolina,59,36,0.6101694915
2012,4,South Carolina,57,38,0.6666666667
2012,5,South Carolina,66,40,0.6060606061
2012,6,South Carolina,62,37,0.5967741935
2012,7,South Carolina,61,33,0.5409836066
2012,8,South Carolina,54,33,0.6111111111
2012,9,South Carolina,64,47,0.734375
2012,10,South Carolina,51,31,0.6078431373
2012,11,South Carolina,60,45,0.75
2012,12,South Carolina,39,24,0.6153846154
2013,1,South Carolina,69,45,0.652173913
2013,2,South Carolina,62,48,0.7741935484
2013,3,South Carolina,55,41,0.7454545455
2013,4,South Carolina,65,40,0.6153846154
2013,5,South Carolina,55,36,0.6545454545
2013,6,South Carolina,54,32,0.5925925926
2013,7,South Carolina,51,33,0.6470588235
2013,8,South Carolina,56,40,0.7142857143
2013,9,South Carolina,58,40,0.6896551724
2013,10,South Carolina,71,41,0.5774647887
2013,11,South Carolina,52,39,0.75
2013,12,South Carolina,47,35,0.7446808511
2014,1,South Carolina,56,33,0.5892857143
2014,2,South Carolina,56,38,0.6785714286
2014,3,South Carolina,56,33,0.5892857143
2014,4,South Carolina,69,45,0.652173913
2014,5,South Carolina,67,47,0.7014925373
2014,6,South Carolina,54,37,0.6851851852
2014,7,South Carolina,51,37,0.7254901961
2014,8,South Carolina,63,42,0.6666666667
2014,9,South Carolina,76,43,0.5657894737
2014,10,South Carolina,81,47,0.5802469136
2014,11,South Carolina,70,42,0.6
2014,12,South Carolina,54,35,0.6481481481
2015,1,South Carolina,62,40,0.6451612903
2015,2,South Carolina,57,41,0.7192982456
2015,3,South Carolina,64,36,0.5625
2015,4,South Carolina,57,38,0.6666666667
2015,5,South Carolina,68,39,0.5735294118
2015,6,South Carolina,51,34,0.6666666667
2015,7,South Carolina,60,36,0.6
2015,8,South Carolina,57,35,0.6140350877
2015,9,South Carolina,69,50,0.7246376812
2015,10,South Carolina,75,41,0.5466666667
2015,11,South Carolina,52,36,0.6923076923
2015,12,South Carolina,67,43,0.6417910448
2016,1,South Carolina,73,44,0.602739726
2016,2,South Carolina,61,38,0.6229508197
2016,3,South Carolina,78,52,0.6666666667
2016,4,South Carolina,67,47,0.7014925373
2016,5,South Carolina,51,31,0.6078431373
2016,6,South Carolina,55,33,0.6
2016,7,South Carolina,71,46,0.6478873239
2016,8,South Carolina,65,40,0.6153846154
2016,9,South Carolina,87,63,0.724137931
2016,10,South Carolina,84,53,0.630952381
2016,11,South Carolina,66,38,0.5757575758
2016,12,South Carolina,57,40,0.701754386
2017,1,South Carolina,82,65,0.7926829268
2017,2,South Carolina,63,33,0.5238095238
2017,3,South Carolina,53,36,0.679245283
2017,4,South Carolina,85,58,0.6823529412
2017,5,South Carolina,97,59,0.6082474227
2017,6,South Carolina,64,37,0.578125
2017,7,South Carolina,72,45,0.625
2017,8,South Carolina,57,31,0.5438596491
2017,9,South Carolina,61,42,0.6885245902
2017,10,South Carolina,65,39,0.6
2017,11,South Carolina,78,49,0.6282051282
2017,12,South Carolina,61,37,0.606557377
2018,1,South Carolina,68,45,0.6617647059
2018,2,South Carolina,66,42,0.6363636364
2018,3,South Carolina,50,37,0.74
2018,4,South Carolina,76,46,0.6052631579
2018,5,South Carolina,71,38,0.5352112676
2018,6,South Carolina,64,38,0.59375
2018,7,South Carolina,60,32,0.5333333333
2018,8,South Carolina,76,49,0.6447368421
2018,9,South Carolina,73,39,0.5342465753
2018,10,South Carolina,71,43,0.6056338028
2018,11,South Carolina,62,33,0.5322580645
2018,12,South Carolina,73,51,0.698630137
2019,1,South Carolina,80,47,0.5875
2019,2,South Carolina,62,36,0.5806451613
2019,3,South Carolina,94,63,0.670212766
2019,4,South Carolina,64,42,0.65625
2019,5,South Carolina,80,47,0.5875
2019,6,South Carolina,63,41,0.6507936508
2019,7,South Carolina,73,46,0.6301369863
2019,8,South Carolina,64,49,0.765625
2019,9,South Carolina,79,41,0.5189873418
2019,10,South Carolina,80,50,0.625
2019,11,South Carolina,57,39,0.6842105263
2019,12,South Carolina,56,31,0.5535714286
1999,1,South Dakota,13,9,0.6923076923
1999,2,South Dakota,12,8,0.6666666667
1999,3,South Dakota,12,5,0.4166666667
1999,4,South Dakota,10,6,0.6
1999,5,South Dakota,6,3,0.5
1999,6,South Dakota,7,1,0.1428571429
1999,7,South Dakota,8,4,0.5
1999,8,South Dakota,6,5,0.8333333333
1999,9,South Dakota,10,5,0.5
1999,10,South Dakota,6,5,0.8333333333
1999,11,South Dakota,5,2,0.4
1999,12,South Dakota,8,3,0.375
2000,1,South Dakota,9,4,0.4444444444
2000,2,South Dakota,3,3,1
2000,3,South Dakota,7,3,0.4285714286
2000,4,South Dakota,12,4,0.3333333333
2000,5,South Dakota,14,8,0.5714285714
2000,6,South Dakota,8,5,0.625
2000,7,South Dakota,6,5,0.8333333333
2000,8,South Dakota,6,5,0.8333333333
2000,9,South Dakota,10,4,0.4
2000,10,South Dakota,11,5,0.4545454545
2000,11,South Dakota,4,3,0.75
2000,12,South Dakota,5,2,0.4
2001,1,South Dakota,14,8,0.5714285714
2001,2,South Dakota,7,1,0.1428571429
2001,3,South Dakota,9,3,0.3333333333
2001,4,South Dakota,13,8,0.6153846154
2001,5,South Dakota,10,6,0.6
2001,6,South Dakota,8,1,0.125
2001,7,South Dakota,3,2,0.6666666667
2001,8,South Dakota,8,4,0.5
2001,9,South Dakota,8,2,0.25
2001,10,South Dakota,11,3,0.2727272727
2001,11,South Dakota,9,4,0.4444444444
2001,12,South Dakota,5,1,0.2
2002,1,South Dakota,7,5,0.7142857143
2002,2,South Dakota,8,2,0.25
2002,3,South Dakota,11,5,0.4545454545
2002,4,South Dakota,7,4,0.5714285714
2002,5,South Dakota,6,2,0.3333333333
2002,6,South Dakota,3,1,0.3333333333
2002,7,South Dakota,8,2,0.25
2002,8,South Dakota,13,7,0.5384615385
2002,9,South Dakota,11,8,0.7272727273
2002,10,South Dakota,6,3,0.5
2002,11,South Dakota,7,6,0.8571428571
2002,12,South Dakota,7,5,0.7142857143
2003,1,South Dakota,9,6,0.6666666667
2003,2,South Dakota,11,8,0.7272727273
2003,3,South Dakota,15,10,0.6666666667
2003,4,South Dakota,15,7,0.4666666667
2003,5,South Dakota,13,6,0.4615384615
2003,6,South Dakota,13,8,0.6153846154
2003,7,South Dakota,6,6,1
2003,8,South Dakota,3,1,0.3333333333
2003,9,South Dakota,6,2,0.3333333333
2003,10,South Dakota,3,1,0.3333333333
2003,11,South Dakota,3,2,0.6666666667
2003,12,South Dakota,5,3,0.6
2004,1,South Dakota,15,6,0.4
2004,2,South Dakota,7,5,0.7142857143
2004,3,South Dakota,10,6,0.6
2004,4,South Dakota,11,7,0.6363636364
2004,5,South Dakota,11,7,0.6363636364
2004,6,South Dakota,5,1,0.2
2004,7,South Dakota,9,4,0.4444444444
2004,8,South Dakota,9,6,0.6666666667
2004,9,South Dakota,11,7,0.6363636364
2004,10,South Dakota,6,2,0.3333333333
2004,11,South Dakota,9,7,0.7777777778
2004,12,South Dakota,9,3,0.3333333333
2005,1,South Dakota,7,4,0.5714285714
2005,2,South Dakota,7,5,0.7142857143
2005,3,South Dakota,12,9,0.75
2005,4,South Dakota,12,7,0.5833333333
2005,5,South Dakota,10,6,0.6
2005,6,South Dakota,6,3,0.5
2005,7,South Dakota,9,7,0.7777777778
2005,8,South Dakota,6,4,0.6666666667
2005,9,South Dakota,10,5,0.5
2005,10,South Dakota,13,5,0.3846153846
2005,11,South Dakota,15,10,0.6666666667
2005,12,South Dakota,14,6,0.4285714286
2006,1,South Dakota,9,5,0.5555555556
2006,2,South Dakota,12,7,0.5833333333
2006,3,South Dakota,13,6,0.4615384615
2006,4,South Dakota,13,11,0.8461538462
2006,5,South Dakota,6,4,0.6666666667
2006,6,South Dakota,5,3,0.6
2006,7,South Dakota,11,5,0.4545454545
2006,8,South Dakota,11,5,0.4545454545
2006,9,South Dakota,14,7,0.5
2006,10,South Dakota,12,5,0.4166666667
2006,11,South Dakota,8,6,0.75
2006,12,South Dakota,11,7,0.6363636364
2007,1,South Dakota,10,7,0.7
2007,2,South Dakota,11,4,0.3636363636
2007,3,South Dakota,5,2,0.4
2007,4,South Dakota,4,1,0.25
2007,5,South Dakota,9,5,0.5555555556
2007,6,South Dakota,7,3,0.4285714286
2007,7,South Dakota,15,7,0.4666666667
2007,8,South Dakota,5,2,0.4
2007,9,South Dakota,9,4,0.4444444444
2007,10,South Dakota,5,1,0.2
2007,11,South Dakota,11,4,0.3636363636
2007,12,South Dakota,9,4,0.4444444444
2008,1,South Dakota,13,8,0.6153846154
2008,2,South Dakota,5,3,0.6
2008,3,South Dakota,12,7,0.5833333333
2008,4,South Dakota,8,4,0.5
2008,5,South Dakota,13,8,0.6153846154
2008,6,South Dakota,7,3,0.4285714286
2008,7,South Dakota,11,3,0.2727272727
2008,8,South Dakota,13,7,0.5384615385
2008,9,South Dakota,11,4,0.3636363636
2008,10,South Dakota,5,3,0.6
2008,11,South Dakota,14,10,0.7142857143
2008,12,South Dakota,11,8,0.7272727273
2009,1,South Dakota,11,3,0.2727272727
2009,2,South Dakota,11,10,0.9090909091
2009,3,South Dakota,6,3,0.5
2009,4,South Dakota,16,8,0.5
2009,5,South Dakota,16,7,0.4375
2009,6,South Dakota,10,5,0.5
2009,7,South Dakota,6,3,0.5
2009,8,South Dakota,11,3,0.2727272727
2009,9,South Dakota,10,3,0.3
2009,10,South Dakota,7,2,0.2857142857
2009,11,South Dakota,14,8,0.5714285714
2009,12,South Dakota,11,6,0.5454545455
2010,1,South Dakota,15,6,0.4
2010,2,South Dakota,10,6,0.6
2010,3,South Dakota,12,6,0.5
2010,4,South Dakota,15,8,0.5333333333
2010,5,South Dakota,15,6,0.4
2010,6,South Dakota,13,3,0.2307692308
2010,7,South Dakota,13,6,0.4615384615
2010,8,South Dakota,8,2,0.25
2010,9,South Dakota,9,2,0.2222222222
2010,10,South Dakota,9,8,0.8888888889
2010,11,South Dakota,7,4,0.5714285714
2010,12,South Dakota,14,8,0.5714285714
2011,1,South Dakota,10,5,0.5
2011,2,South Dakota,10,6,0.6
2011,3,South Dakota,10,5,0.5
2011,4,South Dakota,11,3,0.2727272727
2011,5,South Dakota,16,9,0.5625
2011,6,South Dakota,14,5,0.3571428571
2011,7,South Dakota,5,2,0.4
2011,8,South Dakota,11,7,0.6363636364
2011,9,South Dakota,12,6,0.5
2011,10,South Dakota,11,7,0.6363636364
2011,11,South Dakota,11,3,0.2727272727
2011,12,South Dakota,7,2,0.2857142857
2012,1,South Dakota,13,4,0.3076923077
2012,2,South Dakota,6,5,0.8333333333
2012,3,South Dakota,10,6,0.6
2012,4,South Dakota,10,4,0.4
2012,5,South Dakota,14,9,0.6428571429
2012,6,South Dakota,12,5,0.4166666667
2012,7,South Dakota,16,8,0.5
2012,8,South Dakota,16,8,0.5
2012,9,South Dakota,12,8,0.6666666667
2012,10,South Dakota,9,5,0.5555555556
2012,11,South Dakota,11,7,0.6363636364
2012,12,South Dakota,12,7,0.5833333333
2013,1,South Dakota,10,7,0.7
2013,2,South Dakota,11,5,0.4545454545
2013,3,South Dakota,11,4,0.3636363636
2013,4,South Dakota,5,1,0.2
2013,5,South Dakota,10,6,0.6
2013,6,South Dakota,13,9,0.6923076923
2013,7,South Dakota,19,9,0.4736842105
2013,8,South Dakota,12,2,0.1666666667
2013,9,South Dakota,13,6,0.4615384615
2013,10,South Dakota,17,9,0.5294117647
2013,11,South Dakota,18,10,0.5555555556
2013,12,South Dakota,8,3,0.375
2014,1,South Dakota,9,4,0.4444444444
2014,2,South Dakota,9,5,0.5555555556
2014,3,South Dakota,15,7,0.4666666667
2014,4,South Dakota,15,8,0.5333333333
2014,5,South Dakota,11,5,0.4545454545
2014,6,South Dakota,10,8,0.8
2014,7,South Dakota,14,7,0.5
2014,8,South Dakota,15,8,0.5333333333
2014,9,South Dakota,13,9,0.6923076923
2014,10,South Dakota,13,7,0.5384615385
2014,11,South Dakota,5,4,0.8
2014,12,South Dakota,12,4,0.3333333333
2015,1,South Dakota,11,6,0.5454545455
2015,2,South Dakota,12,5,0.4166666667
2015,3,South Dakota,16,4,0.25
2015,4,South Dakota,11,8,0.7272727273
2015,5,South Dakota,21,7,0.3333333333
2015,6,South Dakota,15,8,0.5333333333
2015,7,South Dakota,11,3,0.2727272727
2015,8,South Dakota,18,7,0.3888888889
2015,9,South Dakota,18,10,0.5555555556
2015,10,South Dakota,10,4,0.4
2015,11,South Dakota,15,4,0.2666666667
2015,12,South Dakota,14,7,0.5
2016,1,South Dakota,12,5,0.4166666667
2016,2,South Dakota,13,8,0.6153846154
2016,3,South Dakota,14,5,0.3571428571
2016,4,South Dakota,14,6,0.4285714286
2016,5,South Dakota,14,5,0.3571428571
2016,6,South Dakota,9,10,1.111111111
2016,7,South Dakota,13,10,0.7692307692
2016,8,South Dakota,17,8,0.4705882353
2016,9,South Dakota,10,4,0.4
2016,10,South Dakota,16,7,0.4375
2016,11,South Dakota,16,7,0.4375
2016,12,South Dakota,15,9,0.6
2017,1,South Dakota,20,10,0.5
2017,2,South Dakota,9,3,0.3333333333
2017,3,South Dakota,11,6,0.5454545455
2017,4,South Dakota,19,5,0.2631578947
2017,5,South Dakota,22,9,0.4090909091
2017,6,South Dakota,13,2,0.1538461538
2017,7,South Dakota,23,12,0.5217391304
2017,8,South Dakota,19,9,0.4736842105
2017,9,South Dakota,13,7,0.5384615385
2017,10,South Dakota,13,8,0.6153846154
2017,11,South Dakota,18,8,0.4444444444
2017,12,South Dakota,11,4,0.3636363636
2018,1,South Dakota,16,9,0.5625
2018,2,South Dakota,12,6,0.5
2018,3,South Dakota,18,8,0.4444444444
2018,4,South Dakota,12,6,0.5
2018,5,South Dakota,17,8,0.4705882353
2018,6,South Dakota,10,7,0.7
2018,7,South Dakota,16,8,0.5
2018,8,South Dakota,12,7,0.5833333333
2018,9,South Dakota,10,4,0.4
2018,10,South Dakota,16,12,0.75
2018,11,South Dakota,8,5,0.625
2018,12,South Dakota,20,11,0.55
2019,1,South Dakota,11,7,0.6363636364
2019,2,South Dakota,16,10,0.625
2019,3,South Dakota,12,4,0.3333333333
2019,4,South Dakota,13,4,0.3076923077
2019,5,South Dakota,13,6,0.4615384615
2019,6,South Dakota,25,13,0.52
2019,7,South Dakota,16,9,0.5625
2019,8,South Dakota,21,14,0.6666666667
2019,9,South Dakota,20,11,0.55
2019,10,South Dakota,18,10,0.5555555556
2019,11,South Dakota,11,6,0.5454545455
2019,12,South Dakota,6,4,0.6666666667
1999,1,Tennessee,60,41,0.6833333333
1999,2,Tennessee,47,31,0.6595744681
1999,3,Tennessee,56,42,0.75
1999,4,Tennessee,60,40,0.6666666667
1999,5,Tennessee,68,49,0.7205882353
1999,6,Tennessee,61,39,0.6393442623
1999,7,Tennessee,76,52,0.6842105263
1999,8,Tennessee,63,45,0.7142857143
1999,9,Tennessee,63,41,0.6507936508
1999,10,Tennessee,62,47,0.7580645161
1999,11,Tennessee,57,35,0.6140350877
1999,12,Tennessee,53,35,0.6603773585
2000,1,Tennessee,68,46,0.6764705882
2000,2,Tennessee,53,34,0.641509434
2000,3,Tennessee,66,48,0.7272727273
2000,4,Tennessee,66,46,0.696969697
2000,5,Tennessee,65,48,0.7384615385
2000,6,Tennessee,86,63,0.7325581395
2000,7,Tennessee,50,29,0.58
2000,8,Tennessee,62,45,0.7258064516
2000,9,Tennessee,51,31,0.6078431373
2000,10,Tennessee,62,46,0.7419354839
2000,11,Tennessee,51,31,0.6078431373
2000,12,Tennessee,48,34,0.7083333333
2001,1,Tennessee,78,54,0.6923076923
2001,2,Tennessee,61,42,0.6885245902
2001,3,Tennessee,60,42,0.7
2001,4,Tennessee,65,43,0.6615384615
2001,5,Tennessee,67,51,0.7611940299
2001,6,Tennessee,52,31,0.5961538462
2001,7,Tennessee,58,42,0.724137931
2001,8,Tennessee,48,31,0.6458333333
2001,9,Tennessee,55,37,0.6727272727
2001,10,Tennessee,57,36,0.6315789474
2001,11,Tennessee,51,30,0.5882352941
2001,12,Tennessee,58,41,0.7068965517
2002,1,Tennessee,57,39,0.6842105263
2002,2,Tennessee,60,43,0.7166666667
2002,3,Tennessee,55,36,0.6545454545
2002,4,Tennessee,71,47,0.661971831
2002,5,Tennessee,71,45,0.6338028169
2002,6,Tennessee,51,36,0.7058823529
2002,7,Tennessee,72,46,0.6388888889
2002,8,Tennessee,84,57,0.6785714286
2002,9,Tennessee,67,44,0.6567164179
2002,10,Tennessee,67,46,0.6865671642
2002,11,Tennessee,61,37,0.606557377
2002,12,Tennessee,62,45,0.7258064516
2003,1,Tennessee,67,49,0.7313432836
2003,2,Tennessee,54,36,0.6666666667
2003,3,Tennessee,59,36,0.6101694915
2003,4,Tennessee,56,40,0.7142857143
2003,5,Tennessee,60,34,0.5666666667
2003,6,Tennessee,78,47,0.6025641026
2003,7,Tennessee,76,47,0.6184210526
2003,8,Tennessee,69,44,0.6376811594
2003,9,Tennessee,55,37,0.6727272727
2003,10,Tennessee,62,43,0.6935483871
2003,11,Tennessee,66,44,0.6666666667
2003,12,Tennessee,59,36,0.6101694915
2004,1,Tennessee,58,46,0.7931034483
2004,2,Tennessee,61,42,0.6885245902
2004,3,Tennessee,69,45,0.652173913
2004,4,Tennessee,71,46,0.6478873239
2004,5,Tennessee,61,41,0.6721311475
2004,6,Tennessee,64,42,0.65625
2004,7,Tennessee,69,43,0.6231884058
2004,8,Tennessee,64,42,0.65625
2004,9,Tennessee,75,45,0.6
2004,10,Tennessee,67,44,0.6567164179
2004,11,Tennessee,67,43,0.6417910448
2004,12,Tennessee,66,47,0.7121212121
2005,1,Tennessee,56,35,0.625
2005,2,Tennessee,56,36,0.6428571429
2005,3,Tennessee,74,52,0.7027027027
2005,4,Tennessee,64,45,0.703125
2005,5,Tennessee,68,51,0.75
2005,6,Tennessee,65,40,0.6153846154
2005,7,Tennessee,70,40,0.5714285714
2005,8,Tennessee,72,39,0.5416666667
2005,9,Tennessee,90,58,0.6444444444
2005,10,Tennessee,78,56,0.7179487179
2005,11,Tennessee,73,45,0.6164383562
2005,12,Tennessee,90,55,0.6111111111
2006,1,Tennessee,76,50,0.6578947368
2006,2,Tennessee,60,39,0.65
2006,3,Tennessee,75,59,0.7866666667
2006,4,Tennessee,76,49,0.6447368421
2006,5,Tennessee,77,53,0.6883116883
2006,6,Tennessee,79,48,0.6075949367
2006,7,Tennessee,68,46,0.6764705882
2006,8,Tennessee,84,50,0.5952380952
2006,9,Tennessee,75,51,0.68
2006,10,Tennessee,82,48,0.5853658537
2006,11,Tennessee,68,43,0.6323529412
2006,12,Tennessee,51,33,0.6470588235
2007,1,Tennessee,102,71,0.6960784314
2007,2,Tennessee,62,43,0.6935483871
2007,3,Tennessee,66,38,0.5757575758
2007,4,Tennessee,59,37,0.6271186441
2007,5,Tennessee,90,61,0.6777777778
2007,6,Tennessee,69,44,0.6376811594
2007,7,Tennessee,57,37,0.649122807
2007,8,Tennessee,60,35,0.5833333333
2007,9,Tennessee,79,53,0.6708860759
2007,10,Tennessee,69,43,0.6231884058
2007,11,Tennessee,72,47,0.6527777778
2007,12,Tennessee,57,36,0.6315789474
2008,1,Tennessee,69,50,0.7246376812
2008,2,Tennessee,76,52,0.6842105263
2008,3,Tennessee,83,53,0.6385542169
2008,4,Tennessee,78,44,0.5641025641
2008,5,Tennessee,93,54,0.5806451613
2008,6,Tennessee,78,46,0.5897435897
2008,7,Tennessee,83,58,0.6987951807
2008,8,Tennessee,108,69,0.6388888889
2008,9,Tennessee,85,48,0.5647058824
2008,10,Tennessee,77,45,0.5844155844
2008,11,Tennessee,79,48,0.6075949367
2008,12,Tennessee,64,42,0.65625
2009,1,Tennessee,81,60,0.7407407407
2009,2,Tennessee,72,50,0.6944444444
2009,3,Tennessee,89,51,0.5730337079
2009,4,Tennessee,74,46,0.6216216216
2009,5,Tennessee,81,47,0.5802469136
2009,6,Tennessee,92,46,0.5
2009,7,Tennessee,86,49,0.5697674419
2009,8,Tennessee,74,43,0.5810810811
2009,9,Tennessee,75,49,0.6533333333
2009,10,Tennessee,72,48,0.6666666667
2009,11,Tennessee,71,41,0.5774647887
2009,12,Tennessee,74,44,0.5945945946
2010,1,Tennessee,72,47,0.6527777778
2010,2,Tennessee,72,47,0.6527777778
2010,3,Tennessee,86,52,0.6046511628
2010,4,Tennessee,97,57,0.587628866
2010,5,Tennessee,78,58,0.7435897436
2010,6,Tennessee,87,49,0.5632183908
2010,7,Tennessee,84,55,0.6547619048
2010,8,Tennessee,78,49,0.6282051282
2010,9,Tennessee,72,46,0.6388888889
2010,10,Tennessee,81,42,0.5185185185
2010,11,Tennessee,62,36,0.5806451613
2010,12,Tennessee,72,47,0.6527777778
2011,1,Tennessee,77,49,0.6363636364
2011,2,Tennessee,65,35,0.5384615385
2011,3,Tennessee,84,48,0.5714285714
2011,4,Tennessee,89,63,0.7078651685
2011,5,Tennessee,99,66,0.6666666667
2011,6,Tennessee,84,56,0.6666666667
2011,7,Tennessee,75,47,0.6266666667
2011,8,Tennessee,77,33,0.4285714286
2011,9,Tennessee,74,40,0.5405405405
2011,10,Tennessee,79,52,0.6582278481
2011,11,Tennessee,72,50,0.6944444444
2011,12,Tennessee,79,52,0.6582278481
2012,1,Tennessee,77,58,0.7532467532
2012,2,Tennessee,77,51,0.6623376623
2012,3,Tennessee,90,56,0.6222222222
2012,4,Tennessee,71,45,0.6338028169
2012,5,Tennessee,94,63,0.670212766
2012,6,Tennessee,98,68,0.693877551
2012,7,Tennessee,89,44,0.4943820225
2012,8,Tennessee,73,40,0.5479452055
2012,9,Tennessee,75,42,0.56
2012,10,Tennessee,94,64,0.6808510638
2012,11,Tennessee,68,49,0.7205882353
2012,12,Tennessee,71,46,0.6478873239
2013,1,Tennessee,96,66,0.6875
2013,2,Tennessee,85,56,0.6588235294
2013,3,Tennessee,83,59,0.7108433735
2013,4,Tennessee,90,59,0.6555555556
2013,5,Tennessee,96,66,0.6875
2013,6,Tennessee,93,58,0.623655914
2013,7,Tennessee,103,70,0.6796116505
2013,8,Tennessee,78,41,0.5256410256
2013,9,Tennessee,86,56,0.6511627907
2013,10,Tennessee,83,54,0.6506024096
2013,11,Tennessee,65,44,0.6769230769
2013,12,Tennessee,70,47,0.6714285714
2014,1,Tennessee,77,51,0.6623376623
2014,2,Tennessee,80,51,0.6375
2014,3,Tennessee,101,65,0.6435643564
2014,4,Tennessee,87,59,0.6781609195
2014,5,Tennessee,81,51,0.6296296296
2014,6,Tennessee,72,44,0.6111111111
2014,7,Tennessee,89,57,0.6404494382
2014,8,Tennessee,72,53,0.7361111111
2014,9,Tennessee,91,58,0.6373626374
2014,10,Tennessee,72,50,0.6944444444
2014,11,Tennessee,104,59,0.5673076923
2014,12,Tennessee,70,46,0.6571428571
2015,1,Tennessee,86,53,0.6162790698
2015,2,Tennessee,77,51,0.6623376623
2015,3,Tennessee,95,56,0.5894736842
2015,4,Tennessee,94,59,0.6276595745
2015,5,Tennessee,98,61,0.6224489796
2015,6,Tennessee,102,55,0.5392156863
2015,7,Tennessee,90,54,0.6
2015,8,Tennessee,90,52,0.5777777778
2015,9,Tennessee,75,47,0.6266666667
2015,10,Tennessee,99,52,0.5252525253
2015,11,Tennessee,88,53,0.6022727273
2015,12,Tennessee,74,45,0.6081081081
2016,1,Tennessee,105,50,0.4761904762
2016,2,Tennessee,88,55,0.625
2016,3,Tennessee,84,64,0.7619047619
2016,4,Tennessee,98,69,0.7040816327
2016,5,Tennessee,113,63,0.5575221239
2016,6,Tennessee,97,64,0.6597938144
2016,7,Tennessee,117,60,0.5128205128
2016,8,Tennessee,87,50,0.5747126437
2016,9,Tennessee,73,44,0.602739726
2016,10,Tennessee,77,50,0.6493506494
2016,11,Tennessee,80,50,0.625
2016,12,Tennessee,89,56,0.6292134831
2017,1,Tennessee,105,69,0.6571428571
2017,2,Tennessee,80,52,0.65
2017,3,Tennessee,106,70,0.6603773585
2017,4,Tennessee,96,59,0.6145833333
2017,5,Tennessee,103,61,0.5922330097
2017,6,Tennessee,89,53,0.595505618
2017,7,Tennessee,113,51,0.4513274336
2017,8,Tennessee,103,64,0.6213592233
2017,9,Tennessee,100,61,0.61
2017,10,Tennessee,99,61,0.6161616162
2017,11,Tennessee,84,53,0.630952381
2017,12,Tennessee,87,57,0.6551724138
2018,1,Tennessee,89,59,0.6629213483
2018,2,Tennessee,84,54,0.6428571429
2018,3,Tennessee,100,62,0.62
2018,4,Tennessee,97,56,0.5773195876
2018,5,Tennessee,110,72,0.6545454545
2018,6,Tennessee,103,49,0.4757281553
2018,7,Tennessee,108,60,0.5555555556
2018,8,Tennessee,99,49,0.4949494949
2018,9,Tennessee,104,59,0.5673076923
2018,10,Tennessee,96,50,0.5208333333
2018,11,Tennessee,79,56,0.7088607595
2018,12,Tennessee,92,64,0.6956521739
2019,1,Tennessee,87,51,0.5862068966
2019,2,Tennessee,95,60,0.6315789474
2019,3,Tennessee,97,54,0.5567010309
2019,4,Tennessee,112,63,0.5625
2019,5,Tennessee,99,69,0.696969697
2019,6,Tennessee,99,58,0.5858585859
2019,7,Tennessee,106,65,0.6132075472
2019,8,Tennessee,116,72,0.6206896552
2019,9,Tennessee,115,73,0.6347826087
2019,10,Tennessee,102,58,0.568627451
2019,11,Tennessee,95,60,0.6315789474
2019,12,Tennessee,96,63,0.65625
1999,1,Texas,176,114,0.6477272727
1999,2,Texas,168,108,0.6428571429
1999,3,Texas,175,108,0.6171428571
1999,4,Texas,184,112,0.6086956522
1999,5,Texas,165,99,0.6
1999,6,Texas,174,100,0.5747126437
1999,7,Texas,181,109,0.6022099448
1999,8,Texas,176,102,0.5795454545
1999,9,Texas,166,97,0.5843373494
1999,10,Texas,167,109,0.6526946108
1999,11,Texas,137,81,0.5912408759
1999,12,Texas,135,85,0.6296296296
2000,1,Texas,165,98,0.5939393939
2000,2,Texas,152,94,0.6184210526
2000,3,Texas,162,105,0.6481481481
2000,4,Texas,163,110,0.6748466258
2000,5,Texas,204,131,0.6421568627
2000,6,Texas,176,112,0.6363636364
2000,7,Texas,187,132,0.7058823529
2000,8,Texas,167,93,0.5568862275
2000,9,Texas,164,98,0.5975609756
2000,10,Texas,174,99,0.5689655172
2000,11,Texas,176,105,0.5965909091
2000,12,Texas,158,92,0.582278481
2001,1,Texas,186,129,0.6935483871
2001,2,Texas,194,129,0.6649484536
2001,3,Texas,171,110,0.6432748538
2001,4,Texas,191,118,0.6178010471
2001,5,Texas,200,119,0.595
2001,6,Texas,206,116,0.5631067961
2001,7,Texas,202,113,0.5594059406
2001,8,Texas,209,119,0.5693779904
