Year,Month,State,Suicides,Suicides with guns,Fraction of suicides with guns
2002,8,Georgia,81,55,0.6790123457
2002,9,Georgia,72,50,0.6944444444
2002,10,Georgia,71,45,0.6338028169
2002,11,Georgia,80,56,0.7
2002,12,Georgia,73,43,0.5890410959
2003,1,Georgia,79,53,0.6708860759
2003,2,Georgia,61,40,0.6557377049
2003,3,Georgia,84,58,0.6904761905
2003,4,Georgia,91,63,0.6923076923
2003,5,Georgia,86,61,0.7093023256
2003,6,Georgia,96,67,0.6979166667
2003,7,Georgia,76,50,0.6578947368
2003,8,Georgia,89,52,0.5842696629
2003,9,Georgia,80,58,0.725
2003,10,Georgia,61,42,0.6885245902
2003,11,Georgia,74,50,0.6756756757
2003,12,Georgia,86,62,0.7209302326
2004,1,Georgia,78,41,0.5256410256
2004,2,Georgia,80,56,0.7
2004,3,Georgia,65,48,0.7384615385
2004,4,Georgia,96,55,0.5729166667
2004,5,Georgia,98,60,0.612244898
2004,6,Georgia,74,41,0.5540540541
2004,7,Georgia,83,56,0.6746987952
2004,8,Georgia,81,57,0.7037037037
2004,9,Georgia,93,54,0.5806451613
2004,10,Georgia,89,59,0.6629213483
2004,11,Georgia,73,38,0.5205479452
2004,12,Georgia,56,40,0.7142857143
2005,1,Georgia,73,41,0.5616438356
2005,2,Georgia,70,53,0.7571428571
2005,3,Georgia,80,52,0.65
2005,4,Georgia,66,43,0.6515151515
2005,5,Georgia,84,55,0.6547619048
2005,6,Georgia,69,41,0.5942028986
2005,7,Georgia,79,54,0.6835443038
2005,8,Georgia,86,51,0.5930232558
2005,9,Georgia,98,58,0.5918367347
2005,10,Georgia,68,52,0.7647058824
2005,11,Georgia,71,41,0.5774647887
2005,12,Georgia,80,49,0.6125
2006,1,Georgia,92,56,0.6086956522
2006,2,Georgia,67,48,0.7164179104
2006,3,Georgia,67,44,0.6567164179
2006,4,Georgia,76,49,0.6447368421
2006,5,Georgia,86,57,0.6627906977
2006,6,Georgia,72,40,0.5555555556
2006,7,Georgia,100,73,0.73
2006,8,Georgia,72,53,0.7361111111
2006,9,Georgia,63,42,0.6666666667
2006,10,Georgia,84,51,0.6071428571
2006,11,Georgia,74,43,0.5810810811
2006,12,Georgia,68,44,0.6470588235
2007,1,Georgia,72,45,0.625
2007,2,Georgia,77,51,0.6623376623
2007,3,Georgia,71,40,0.5633802817
2007,4,Georgia,82,56,0.6829268293
2007,5,Georgia,69,41,0.5942028986
2007,6,Georgia,98,54,0.5510204082
2007,7,Georgia,93,62,0.6666666667
2007,8,Georgia,96,67,0.6979166667
2007,9,Georgia,91,56,0.6153846154
2007,10,Georgia,90,61,0.6777777778
2007,11,Georgia,88,59,0.6704545455
2007,12,Georgia,69,49,0.7101449275
2008,1,Georgia,77,50,0.6493506494
2008,2,Georgia,70,45,0.6428571429
2008,3,Georgia,85,54,0.6352941176
2008,4,Georgia,75,47,0.6266666667
2008,5,Georgia,91,53,0.5824175824
2008,6,Georgia,73,38,0.5205479452
2008,7,Georgia,82,53,0.6463414634
2008,8,Georgia,96,63,0.65625
2008,9,Georgia,82,57,0.6951219512
2008,10,Georgia,78,41,0.5256410256
2008,11,Georgia,86,59,0.6860465116
2008,12,Georgia,85,56,0.6588235294
2009,1,Georgia,94,72,0.7659574468
2009,2,Georgia,69,44,0.6376811594
2009,3,Georgia,91,57,0.6263736264
2009,4,Georgia,87,54,0.6206896552
2009,5,Georgia,114,71,0.6228070175
2009,6,Georgia,101,65,0.6435643564
2009,7,Georgia,111,75,0.6756756757
2009,8,Georgia,105,66,0.6285714286
2009,9,Georgia,102,72,0.7058823529
2009,10,Georgia,95,59,0.6210526316
2009,11,Georgia,71,42,0.5915492958
2009,12,Georgia,92,66,0.7173913043
2010,1,Georgia,81,52,0.6419753086
2010,2,Georgia,100,68,0.68
2010,3,Georgia,82,54,0.6585365854
2010,4,Georgia,102,64,0.6274509804
2010,5,Georgia,93,52,0.5591397849
2010,6,Georgia,75,47,0.6266666667
2010,7,Georgia,106,73,0.6886792453
2010,8,Georgia,115,72,0.6260869565
2010,9,Georgia,90,55,0.6111111111
2010,10,Georgia,90,53,0.5888888889
2010,11,Georgia,88,60,0.6818181818
2010,12,Georgia,107,68,0.6355140187
2011,1,Georgia,106,77,0.7264150943
2011,2,Georgia,82,48,0.5853658537
2011,3,Georgia,76,47,0.6184210526
2011,4,Georgia,110,66,0.6
2011,5,Georgia,108,68,0.6296296296
2011,6,Georgia,101,64,0.6336633663
2011,7,Georgia,90,63,0.7
2011,8,Georgia,102,67,0.6568627451
2011,9,Georgia,97,62,0.6391752577
2011,10,Georgia,104,63,0.6057692308
2011,11,Georgia,90,63,0.7
2011,12,Georgia,91,54,0.5934065934
2012,1,Georgia,92,61,0.6630434783
2012,2,Georgia,94,68,0.7234042553
2012,3,Georgia,98,64,0.6530612245
2012,4,Georgia,86,55,0.6395348837
2012,5,Georgia,109,66,0.6055045872
2012,6,Georgia,102,54,0.5294117647
2012,7,Georgia,92,57,0.6195652174
2012,8,Georgia,113,73,0.6460176991
2012,9,Georgia,99,65,0.6565656566
2012,10,Georgia,100,67,0.67
2012,11,Georgia,86,56,0.6511627907
2012,12,Georgia,94,64,0.6808510638
2013,1,Georgia,111,64,0.5765765766
2013,2,Georgia,88,56,0.6363636364
2013,3,Georgia,102,57,0.5588235294
2013,4,Georgia,83,58,0.6987951807
2013,5,Georgia,113,69,0.610619469
2013,6,Georgia,102,69,0.6764705882
2013,7,Georgia,80,52,0.65
2013,8,Georgia,113,71,0.6283185841
2013,9,Georgia,86,52,0.6046511628
2013,10,Georgia,126,66,0.5238095238
2013,11,Georgia,96,66,0.6875
2013,12,Georgia,103,67,0.6504854369
2014,1,Georgia,111,70,0.6306306306
2014,2,Georgia,95,69,0.7263157895
2014,3,Georgia,97,67,0.6907216495
2014,4,Georgia,102,63,0.6176470588
2014,5,Georgia,108,66,0.6111111111
2014,6,Georgia,113,77,0.6814159292
2014,7,Georgia,117,76,0.6495726496
2014,8,Georgia,132,89,0.6742424242
2014,9,Georgia,116,60,0.5172413793
2014,10,Georgia,91,68,0.7472527473
2014,11,Georgia,110,68,0.6181818182
2014,12,Georgia,100,68,0.68
2015,1,Georgia,116,71,0.6120689655
2015,2,Georgia,80,47,0.5875
2015,3,Georgia,121,76,0.6280991736
2015,4,Georgia,107,70,0.6542056075
2015,5,Georgia,122,81,0.6639344262
2015,6,Georgia,109,64,0.5871559633
2015,7,Georgia,143,86,0.6013986014
2015,8,Georgia,108,65,0.6018518519
2015,9,Georgia,102,68,0.6666666667
2015,10,Georgia,110,67,0.6090909091
2015,11,Georgia,89,58,0.6516853933
2015,12,Georgia,110,70,0.6363636364
2016,1,Georgia,114,69,0.6052631579
2016,2,Georgia,105,63,0.6
2016,3,Georgia,126,74,0.5873015873
2016,4,Georgia,132,83,0.6287878788
2016,5,Georgia,114,66,0.5789473684
2016,6,Georgia,100,64,0.64
2016,7,Georgia,130,83,0.6384615385
2016,8,Georgia,131,81,0.6183206107
2016,9,Georgia,122,72,0.5901639344
2016,10,Georgia,105,67,0.6380952381
2016,11,Georgia,109,70,0.6422018349
2016,12,Georgia,115,79,0.6869565217
2017,1,Georgia,115,78,0.6782608696
2017,2,Georgia,95,60,0.6315789474
2017,3,Georgia,125,75,0.6
2017,4,Georgia,118,81,0.686440678
2017,5,Georgia,119,78,0.6554621849
2017,6,Georgia,135,74,0.5481481481
2017,7,Georgia,130,82,0.6307692308
2017,8,Georgia,133,88,0.6616541353
2017,9,Georgia,128,78,0.609375
2017,10,Georgia,134,78,0.5820895522
2017,11,Georgia,110,68,0.6181818182
2017,12,Georgia,108,68,0.6296296296
2018,1,Georgia,134,80,0.5970149254
2018,2,Georgia,103,57,0.5533980583
2018,3,Georgia,143,101,0.7062937063
2018,4,Georgia,134,92,0.6865671642
2018,5,Georgia,149,96,0.644295302
2018,6,Georgia,133,76,0.5714285714
2018,7,Georgia,130,83,0.6384615385
2018,8,Georgia,138,77,0.5579710145
2018,9,Georgia,120,82,0.6833333333
2018,10,Georgia,149,96,0.644295302
2018,11,Georgia,106,67,0.6320754717
2018,12,Georgia,130,80,0.6153846154
2019,1,Georgia,127,81,0.6377952756
2019,2,Georgia,114,77,0.6754385965
2019,3,Georgia,136,81,0.5955882353
2019,4,Georgia,147,88,0.5986394558
2019,5,Georgia,129,83,0.6434108527
2019,6,Georgia,135,80,0.5925925926
2019,7,Georgia,149,87,0.5838926174
2019,8,Georgia,135,73,0.5407407407
2019,9,Georgia,135,84,0.6222222222
2019,10,Georgia,142,76,0.5352112676
2019,11,Georgia,104,59,0.5673076923
2019,12,Georgia,131,86,0.6564885496
1999,1,Hawaii,13,3,0.2307692308
1999,2,Hawaii,15,1,0.06666666667
1999,3,Hawaii,8,0,0
1999,4,Hawaii,9,2,0.2222222222
1999,5,Hawaii,15,3,0.2
1999,6,Hawaii,11,2,0.1818181818
1999,7,Hawaii,13,4,0.3076923077
1999,8,Hawaii,7,1,0.1428571429
1999,9,Hawaii,6,2,0.3333333333
1999,10,Hawaii,12,2,0.1666666667
1999,11,Hawaii,15,1,0.06666666667
1999,12,Hawaii,12,2,0.1666666667
2000,1,Hawaii,16,6,0.375
2000,2,Hawaii,14,9,0.6428571429
2000,3,Hawaii,9,2,0.2222222222
2000,4,Hawaii,14,3,0.2142857143
2000,5,Hawaii,15,1,0.06666666667
2000,6,Hawaii,8,3,0.375
2000,7,Hawaii,7,0,0
2000,8,Hawaii,12,4,0.3333333333
2000,9,Hawaii,15,5,0.3333333333
2000,10,Hawaii,9,1,0.1111111111
2000,11,Hawaii,9,3,0.3333333333
2000,12,Hawaii,9,0,0
2001,1,Hawaii,9,0,0
2001,2,Hawaii,11,3,0.2727272727
2001,3,Hawaii,10,2,0.2
2001,4,Hawaii,16,4,0.25
2001,5,Hawaii,11,4,0.3636363636
2001,6,Hawaii,12,3,0.25
2001,7,Hawaii,10,0,0
2001,8,Hawaii,14,3,0.2142857143
2001,9,Hawaii,9,1,0.1111111111
2001,10,Hawaii,16,7,0.4375
2001,11,Hawaii,10,2,0.2
2001,12,Hawaii,8,2,0.25
2002,1,Hawaii,9,3,0.3333333333
2002,2,Hawaii,9,1,0.1111111111
2002,3,Hawaii,16,2,0.125
2002,4,Hawaii,7,2,0.2857142857
2002,5,Hawaii,9,1,0.1111111111
2002,6,Hawaii,15,2,0.1333333333
2002,7,Hawaii,7,2,0.2857142857
2002,8,Hawaii,14,0,0
2002,9,Hawaii,8,1,0.125
2002,10,Hawaii,10,4,0.4
2002,11,Hawaii,9,1,0.1111111111
2002,12,Hawaii,7,2,0.2857142857
2003,1,Hawaii,11,1,0.09090909091
2003,2,Hawaii,7,1,0.1428571429
2003,3,Hawaii,14,2,0.1428571429
2003,4,Hawaii,12,5,0.4166666667
2003,5,Hawaii,6,1,0.1666666667
2003,6,Hawaii,15,3,0.2
2003,7,Hawaii,13,0,0
2003,8,Hawaii,12,3,0.25
2003,9,Hawaii,7,2,0.2857142857
2003,10,Hawaii,12,2,0.1666666667
2003,11,Hawaii,13,4,0.3076923077
2003,12,Hawaii,8,0,0
2004,1,Hawaii,8,0,0
2004,2,Hawaii,7,1,0.1428571429
2004,3,Hawaii,12,1,0.08333333333
2004,4,Hawaii,11,3,0.2727272727
2004,5,Hawaii,7,3,0.4285714286
2004,6,Hawaii,11,4,0.3636363636
2004,7,Hawaii,7,1,0.1428571429
2004,8,Hawaii,14,2,0.1428571429
2004,9,Hawaii,6,1,0.1666666667
2004,10,Hawaii,15,10,0.6666666667
2004,11,Hawaii,11,3,0.2727272727
2004,12,Hawaii,7,2,0.2857142857
2005,1,Hawaii,13,2,0.1538461538
2005,2,Hawaii,10,0,0
2005,3,Hawaii,9,3,0.3333333333
2005,4,Hawaii,7,3,0.4285714286
2005,5,Hawaii,8,1,0.125
2005,6,Hawaii,11,1,0.09090909091
2005,7,Hawaii,4,1,0.25
2005,8,Hawaii,4,4,1
2005,9,Hawaii,10,1,0.1
2005,10,Hawaii,16,4,0.25
2005,11,Hawaii,9,2,0.2222222222
2005,12,Hawaii,6,0,0
2006,1,Hawaii,4,0,0
2006,2,Hawaii,11,3,0.2727272727
2006,3,Hawaii,9,1,0.1111111111
2006,4,Hawaii,17,2,0.1176470588
2006,5,Hawaii,15,2,0.1333333333
2006,6,Hawaii,8,3,0.375
2006,7,Hawaii,15,5,0.3333333333
2006,8,Hawaii,11,0,0
2006,9,Hawaii,8,2,0.25
2006,10,Hawaii,6,1,0.1666666667
2006,11,Hawaii,9,2,0.2222222222
2006,12,Hawaii,7,0,0
2007,1,Hawaii,10,2,0.2
2007,2,Hawaii,13,2,0.1538461538
2007,3,Hawaii,13,2,0.1538461538
2007,4,Hawaii,13,2,0.1538461538
2007,5,Hawaii,12,2,0.1666666667
2007,6,Hawaii,16,3,0.1875
2007,7,Hawaii,12,3,0.25
2007,8,Hawaii,13,2,0.1538461538
2007,9,Hawaii,10,2,0.2
2007,10,Hawaii,10,3,0.3
2007,11,Hawaii,8,3,0.375
2007,12,Hawaii,3,1,0.3333333333
2008,1,Hawaii,5,0,0
2008,2,Hawaii,15,2,0.1333333333
2008,3,Hawaii,10,3,0.3
2008,4,Hawaii,17,6,0.3529411765
2008,5,Hawaii,9,2,0.2222222222
2008,6,Hawaii,9,1,0.1111111111
2008,7,Hawaii,8,1,0.125
2008,8,Hawaii,11,3,0.2727272727
2008,9,Hawaii,15,2,0.1333333333
2008,10,Hawaii,16,4,0.25
2008,11,Hawaii,8,3,0.375
2008,12,Hawaii,10,1,0.1
2009,1,Hawaii,10,1,0.1
2009,2,Hawaii,16,4,0.25
2009,3,Hawaii,11,0,0
2009,4,Hawaii,9,1,0.1111111111
2009,5,Hawaii,21,5,0.2380952381
2009,6,Hawaii,11,4,0.3636363636
2009,7,Hawaii,16,1,0.0625
2009,8,Hawaii,14,4,0.2857142857
2009,9,Hawaii,18,5,0.2777777778
2009,10,Hawaii,21,3,0.1428571429
2009,11,Hawaii,10,3,0.3
2009,12,Hawaii,17,5,0.2941176471
2010,1,Hawaii,14,3,0.2142857143
2010,2,Hawaii,15,2,0.1333333333
2010,3,Hawaii,14,0,0
2010,4,Hawaii,14,2,0.1428571429
2010,5,Hawaii,22,4,0.1818181818
2010,6,Hawaii,9,5,0.5555555556
2010,7,Hawaii,18,5,0.2777777778
2010,8,Hawaii,20,4,0.2
2010,9,Hawaii,21,4,0.1904761905
2010,10,Hawaii,20,1,0.05
2010,11,Hawaii,20,4,0.2
2010,12,Hawaii,20,3,0.15
2011,1,Hawaii,16,2,0.125
2011,2,Hawaii,9,3,0.3333333333
2011,3,Hawaii,20,7,0.35
2011,4,Hawaii,20,5,0.25
2011,5,Hawaii,12,2,0.1666666667
2011,6,Hawaii,9,1,0.1111111111
2011,7,Hawaii,14,3,0.2142857143
2011,8,Hawaii,22,6,0.2727272727
2011,9,Hawaii,15,2,0.1333333333
2011,10,Hawaii,14,3,0.2142857143
2011,11,Hawaii,16,5,0.3125
2011,12,Hawaii,13,3,0.2307692308
2012,1,Hawaii,16,6,0.375
2012,2,Hawaii,16,3,0.1875
2012,3,Hawaii,20,6,0.3
2012,4,Hawaii,8,1,0.125
2012,5,Hawaii,13,2,0.1538461538
2012,6,Hawaii,20,2,0.1
2012,7,Hawaii,22,4,0.1818181818
2012,8,Hawaii,17,7,0.4117647059
2012,9,Hawaii,14,3,0.2142857143
2012,10,Hawaii,16,2,0.125
2012,11,Hawaii,14,5,0.3571428571
2012,12,Hawaii,14,2,0.1428571429
2013,1,Hawaii,12,3,0.25
2013,2,Hawaii,14,3,0.2142857143
2013,3,Hawaii,13,2,0.1538461538
2013,4,Hawaii,16,4,0.25
2013,5,Hawaii,15,3,0.2
2013,6,Hawaii,10,3,0.3
2013,7,Hawaii,17,3,0.1764705882
2013,8,Hawaii,15,1,0.06666666667
2013,9,Hawaii,15,1,0.06666666667
2013,10,Hawaii,13,0,0
2013,11,Hawaii,18,3,0.1666666667
2013,12,Hawaii,13,2,0.1538461538
2014,1,Hawaii,17,1,0.05882352941
2014,2,Hawaii,18,2,0.1111111111
2014,3,Hawaii,14,2,0.1428571429
2014,4,Hawaii,17,5,0.2941176471
2014,5,Hawaii,16,2,0.125
2014,6,Hawaii,21,4,0.1904761905
2014,7,Hawaii,20,2,0.1
2014,8,Hawaii,20,2,0.1
2014,9,Hawaii,19,5,0.2631578947
2014,10,Hawaii,16,2,0.125
2014,11,Hawaii,15,4,0.2666666667
2014,12,Hawaii,11,2,0.1818181818
2015,1,Hawaii,17,1,0.05882352941
2015,2,Hawaii,12,3,0.25
2015,3,Hawaii,12,5,0.4166666667
2015,4,Hawaii,18,5,0.2777777778
2015,5,Hawaii,19,1,0.05263157895
2015,6,Hawaii,21,7,0.3333333333
2015,7,Hawaii,16,3,0.1875
2015,8,Hawaii,18,6,0.3333333333
2015,9,Hawaii,20,8,0.4
2015,10,Hawaii,14,0,0
2015,11,Hawaii,13,2,0.1538461538
2015,12,Hawaii,21,3,0.1428571429
2016,1,Hawaii,13,2,0.1538461538
2016,2,Hawaii,13,1,0.07692307692
2016,3,Hawaii,18,4,0.2222222222
2016,4,Hawaii,13,4,0.3076923077
2016,5,Hawaii,12,3,0.25
2016,6,Hawaii,7,1,0.1428571429
2016,7,Hawaii,17,6,0.3529411765
2016,8,Hawaii,12,1,0.08333333333
2016,9,Hawaii,19,8,0.4210526316
2016,10,Hawaii,17,5,0.2941176471
2016,11,Hawaii,16,1,0.0625
2016,12,Hawaii,17,1,0.05882352941
2017,1,Hawaii,20,3,0.15
2017,2,Hawaii,20,2,0.1
2017,3,Hawaii,13,2,0.1538461538
2017,4,Hawaii,16,2,0.125
2017,5,Hawaii,19,0,0
2017,6,Hawaii,25,4,0.16
2017,7,Hawaii,19,4,0.2105263158
2017,8,Hawaii,27,2,0.07407407407
2017,9,Hawaii,14,2,0.1428571429
2017,10,Hawaii,16,3,0.1875
2017,11,Hawaii,19,5,0.2631578947
2017,12,Hawaii,19,1,0.05263157895
2018,1,Hawaii,11,2,0.1818181818
2018,2,Hawaii,7,1,0.1428571429
2018,3,Hawaii,18,2,0.1111111111
2018,4,Hawaii,14,5,0.3571428571
2018,5,Hawaii,8,0,0
2018,6,Hawaii,14,0,0
2018,7,Hawaii,13,2,0.1538461538
2018,8,Hawaii,17,5,0.2941176471
2018,9,Hawaii,21,3,0.1428571429
2018,10,Hawaii,17,2,0.1176470588
2018,11,Hawaii,11,3,0.2727272727
2018,12,Hawaii,25,5,0.2
2019,1,Hawaii,16,4,0.25
2019,2,Hawaii,16,5,0.3125
2019,3,Hawaii,21,5,0.2380952381
2019,4,Hawaii,12,3,0.25
2019,5,Hawaii,18,3,0.1666666667
2019,6,Hawaii,22,6,0.2727272727
2019,7,Hawaii,21,1,0.04761904762
2019,8,Hawaii,20,3,0.15
2019,9,Hawaii,22,5,0.2272727273
2019,10,Hawaii,24,1,0.04166666667
2019,11,Hawaii,17,3,0.1764705882
2019,12,Hawaii,15,2,0.1333333333
1999,1,Idaho,13,8,0.6153846154
1999,2,Idaho,12,10,0.8333333333
1999,3,Idaho,15,11,0.7333333333
1999,4,Idaho,25,16,0.64
1999,5,Idaho,11,7,0.6363636364
1999,6,Idaho,15,12,0.8
1999,7,Idaho,18,14,0.7777777778
1999,8,Idaho,6,4,0.6666666667
1999,9,Idaho,18,12,0.6666666667
1999,10,Idaho,18,13,0.7222222222
1999,11,Idaho,16,8,0.5
1999,12,Idaho,14,10,0.7142857143
2000,1,Idaho,21,10,0.4761904762
2000,2,Idaho,11,9,0.8181818182
2000,3,Idaho,12,8,0.6666666667
2000,4,Idaho,13,7,0.5384615385
2000,5,Idaho,9,6,0.6666666667
2000,6,Idaho,13,10,0.7692307692
2000,7,Idaho,14,5,0.3571428571
2000,8,Idaho,14,10,0.7142857143
2000,9,Idaho,17,14,0.8235294118
2000,10,Idaho,18,14,0.7777777778
2000,11,Idaho,15,9,0.6
2000,12,Idaho,9,5,0.5555555556
2001,1,Idaho,14,11,0.7857142857
2001,2,Idaho,12,9,0.75
2001,3,Idaho,17,10,0.5882352941
2001,4,Idaho,13,10,0.7692307692
2001,5,Idaho,17,10,0.5882352941
2001,6,Idaho,23,15,0.652173913
2001,7,Idaho,22,12,0.5454545455
2001,8,Idaho,27,19,0.7037037037
2001,9,Idaho,20,16,0.8
2001,10,Idaho,13,6,0.4615384615
2001,11,Idaho,16,9,0.5625
2001,12,Idaho,15,9,0.6
2002,1,Idaho,15,8,0.5333333333
2002,2,Idaho,9,7,0.7777777778
2002,3,Idaho,14,11,0.7857142857
2002,4,Idaho,14,8,0.5714285714
2002,5,Idaho,24,18,0.75
2002,6,Idaho,19,13,0.6842105263
2002,7,Idaho,20,14,0.7
2002,8,Idaho,22,15,0.6818181818
2002,9,Idaho,15,11,0.7333333333
2002,10,Idaho,16,12,0.75
2002,11,Idaho,14,8,0.5714285714
2002,12,Idaho,20,12,0.6
2003,1,Idaho,21,15,0.7142857143
2003,2,Idaho,13,11,0.8461538462
2003,3,Idaho,14,10,0.7142857143
2003,4,Idaho,22,9,0.4090909091
2003,5,Idaho,21,17,0.8095238095
2003,6,Idaho,25,17,0.68
2003,7,Idaho,24,17,0.7083333333
2003,8,Idaho,16,12,0.75
2003,9,Idaho,22,11,0.5
2003,10,Idaho,12,9,0.75
2003,11,Idaho,15,6,0.4
2003,12,Idaho,11,3,0.2727272727
2004,1,Idaho,19,13,0.6842105263
2004,2,Idaho,14,10,0.7142857143
2004,3,Idaho,19,10,0.5263157895
2004,4,Idaho,18,8,0.4444444444
2004,5,Idaho,22,13,0.5909090909
2004,6,Idaho,10,6,0.6
2004,7,Idaho,34,28,0.8235294118
2004,8,Idaho,15,9,0.6
2004,9,Idaho,24,13,0.5416666667
2004,10,Idaho,21,10,0.4761904762
2004,11,Idaho,21,16,0.7619047619
2004,12,Idaho,19,15,0.7894736842
2005,1,Idaho,10,7,0.7
2005,2,Idaho,19,11,0.5789473684
2005,3,Idaho,13,8,0.6153846154
2005,4,Idaho,26,19,0.7307692308
2005,5,Idaho,20,15,0.75
2005,6,Idaho,17,11,0.6470588235
2005,7,Idaho,24,17,0.7083333333
2005,8,Idaho,22,16,0.7272727273
2005,9,Idaho,17,9,0.5294117647
2005,10,Idaho,24,19,0.7916666667
2005,11,Idaho,19,14,0.7368421053
2005,12,Idaho,17,14,0.8235294118
2006,1,Idaho,14,10,0.7142857143
2006,2,Idaho,22,16,0.7272727273
2006,3,Idaho,14,8,0.5714285714
2006,4,Idaho,17,10,0.5882352941
2006,5,Idaho,20,14,0.7
2006,6,Idaho,16,10,0.625
2006,7,Idaho,24,14,0.5833333333
2006,8,Idaho,20,12,0.6
2006,9,Idaho,20,11,0.55
2006,10,Idaho,24,13,0.5416666667
2006,11,Idaho,12,10,0.8333333333
2006,12,Idaho,19,17,0.8947368421
2007,1,Idaho,20,13,0.65
2007,2,Idaho,11,7,0.6363636364
2007,3,Idaho,19,15,0.7894736842
2007,4,Idaho,16,12,0.75
2007,5,Idaho,30,21,0.7
2007,6,Idaho,21,14,0.6666666667
2007,7,Idaho,25,18,0.72
2007,8,Idaho,19,9,0.4736842105
2007,9,Idaho,16,10,0.625
2007,10,Idaho,19,11,0.5789473684
2007,11,Idaho,17,11,0.6470588235
2007,12,Idaho,10,6,0.6
2008,1,Idaho,24,12,0.5
2008,2,Idaho,16,14,0.875
2008,3,Idaho,26,12,0.4615384615
2008,4,Idaho,20,12,0.6
2008,5,Idaho,14,12,0.8571428571
2008,6,Idaho,25,16,0.64
2008,7,Idaho,18,8,0.4444444444
2008,8,Idaho,24,14,0.5833333333
2008,9,Idaho,25,11,0.44
2008,10,Idaho,25,15,0.6
2008,11,Idaho,22,15,0.6818181818
2008,12,Idaho,13,8,0.6153846154
2009,1,Idaho,27,17,0.6296296296
2009,2,Idaho,26,15,0.5769230769
2009,3,Idaho,16,9,0.5625
2009,4,Idaho,30,13,0.4333333333
2009,5,Idaho,26,11,0.4230769231
2009,6,Idaho,35,24,0.6857142857
2009,7,Idaho,22,12,0.5454545455
2009,8,Idaho,20,13,0.65
2009,9,Idaho,34,24,0.7058823529
2009,10,Idaho,23,10,0.4347826087
2009,11,Idaho,17,11,0.6470588235
2009,12,Idaho,28,17,0.6071428571
2010,1,Idaho,35,21,0.6
2010,2,Idaho,20,10,0.5
2010,3,Idaho,26,19,0.7307692308
2010,4,Idaho,23,16,0.6956521739
2010,5,Idaho,23,10,0.4347826087
2010,6,Idaho,26,13,0.5
2010,7,Idaho,19,11,0.5789473684
2010,8,Idaho,30,22,0.7333333333
2010,9,Idaho,20,11,0.55
2010,10,Idaho,28,22,0.7857142857
2010,11,Idaho,21,13,0.619047619
2010,12,Idaho,19,14,0.7368421053
2011,1,Idaho,17,14,0.8235294118
2011,2,Idaho,30,15,0.5
2011,3,Idaho,22,13,0.5909090909
2011,4,Idaho,22,10,0.4545454545
2011,5,Idaho,27,16,0.5925925926
2011,6,Idaho,23,14,0.6086956522
2011,7,Idaho,26,13,0.5
2011,8,Idaho,21,11,0.5238095238
2011,9,Idaho,22,11,0.5
2011,10,Idaho,19,15,0.7894736842
2011,11,Idaho,23,16,0.6956521739
2011,12,Idaho,29,19,0.6551724138
2012,1,Idaho,21,14,0.6666666667
2012,2,Idaho,21,13,0.619047619
2012,3,Idaho,20,17,0.85
2012,4,Idaho,30,19,0.6333333333
2012,5,Idaho,35,20,0.5714285714
2012,6,Idaho,25,11,0.44
2012,7,Idaho,26,13,0.5
2012,8,Idaho,26,15,0.5769230769
2012,9,Idaho,22,15,0.6818181818
2012,10,Idaho,23,16,0.6956521739
2012,11,Idaho,27,17,0.6296296296
2012,12,Idaho,21,6,0.2857142857
2013,1,Idaho,31,22,0.7096774194
2013,2,Idaho,21,16,0.7619047619
2013,3,Idaho,31,26,0.8387096774
2013,4,Idaho,29,21,0.724137931
2013,5,Idaho,33,20,0.6060606061
2013,6,Idaho,20,11,0.55
2013,7,Idaho,31,20,0.6451612903
2013,8,Idaho,26,15,0.5769230769
2013,9,Idaho,20,9,0.45
2013,10,Idaho,29,14,0.4827586207
2013,11,Idaho,20,16,0.8
2013,12,Idaho,17,10,0.5882352941
2014,1,Idaho,26,17,0.6538461538
2014,2,Idaho,19,9,0.4736842105
2014,3,Idaho,30,18,0.6
2014,4,Idaho,25,12,0.48
2014,5,Idaho,27,15,0.5555555556
2014,6,Idaho,24,12,0.5
2014,7,Idaho,23,13,0.5652173913
2014,8,Idaho,30,20,0.6666666667
2014,9,Idaho,33,20,0.6060606061
2014,10,Idaho,31,18,0.5806451613
2014,11,Idaho,29,17,0.5862068966
2014,12,Idaho,23,11,0.4782608696
2015,1,Idaho,30,13,0.4333333333
2015,2,Idaho,23,17,0.7391304348
2015,3,Idaho,24,12,0.5
2015,4,Idaho,44,33,0.75
2015,5,Idaho,32,22,0.6875
2015,6,Idaho,33,21,0.6363636364
2015,7,Idaho,31,16,0.5161290323
2015,8,Idaho,28,17,0.6071428571
2015,9,Idaho,31,13,0.4193548387
2015,10,Idaho,30,21,0.7
2015,11,Idaho,26,17,0.6538461538
2015,12,Idaho,27,13,0.4814814815
2016,1,Idaho,27,16,0.5925925926
2016,2,Idaho,32,22,0.6875
2016,3,Idaho,29,19,0.6551724138
2016,4,Idaho,28,17,0.6071428571
2016,5,Idaho,25,18,0.72
2016,6,Idaho,27,14,0.5185185185
2016,7,Idaho,30,19,0.6333333333
2016,8,Idaho,41,25,0.6097560976
2016,9,Idaho,23,12,0.5217391304
2016,10,Idaho,38,21,0.5526315789
2016,11,Idaho,26,14,0.5384615385
2016,12,Idaho,25,18,0.72
2017,1,Idaho,33,21,0.6363636364
2017,2,Idaho,25,20,0.8
2017,3,Idaho,26,18,0.6923076923
